Artist,Title
Electric Light Orchestra,Poker
Leo Sayer,Lost Control
Soundgarden,Ty Cobb
Moody Blues,Eternity Road
Whitney Houston,Whatchulookinat
Pink Floyd,The Thin Ice
Louis Armstrong,What A Wonderful World
Freddie King,It's Too Bad Things Are Going So Tough
John Prine,Illegal Smile
Nat King Cole,Here's To My Lady
Elvis Costello,I've Been Wrong Before
Bonnie Raitt,Runaway
Amy Grant,Christmas Hymn
Willie Nelson,Dreamer's Holiday
Madonna,American Pie
Lil Wayne,C.O.L.O.U.R.S.
Townes Van Zandt,Two Girls
Willie Nelson,Angel Flying Too Close To The Ground
Creedence Clearwater Revival,Green River
Yes,Going For The One
Fiona Apple,I Need You Like A Drug
Marianne Faithfull,Sexual Terrorist
Moody Blues,Nothing Changes
Ella Fitzgerald,Drop Me Off In Harlem
King Diamond,The Meetings
Rush,Chain Lightning
Squeeze,Hope Fell Down
John Denver,Never A Doubt
John Prine,Ain't Hurtin' Nobody
Dean Martin,Let Me Know
Fall Out Boy,The Mighty Fall
Alan Parsons Project,No One Can Love You Better Than Me
Fleetwood Mac,Miles Away
Allman Brothers Band,Morning Dew
Lenny Kravitz,God Is Love
Van Morrison,Got To Go Back
Eric Clapton,Blues Power
Erasure,Rescue Me
Britney Spears,Break The Ice
You Am I,Weeds
Soundgarden,4Th Of July
Dire Straits,If I Had You
Imagine Dragons,Rocks
Donna Summer,Don't Cry For Me Argentina
Emmylou Harris,A Ways To Go
INXS,Jesus Was A Man
Nirvana,Something In The Way
Arrogant Worms,The Gaelic Song
Spandau Ballet,Handful Of Dust
Cher,Julie
Roxette,Surrender
Stone Temple Pilots,Vasoline
Moody Blues,Nice To Be Here
Weird Al Yankovic,Christmas At Ground Zero
James Taylor,"Everybody Loves To Cha, Cha, Cha"
Electric Light Orchestra,Just For Love
Paul Simon,Sounds Of Silence
Eddie Cochran,A Million Teardrops
Bee Gees,Alone
Tim McGraw,Two Lanes Of Freedom
Indigo Girls,Feed And Water The Horses
"Harry Connick, Jr.",Heavenly
Slayer,Richard Hung Himself
Guided By Voices,Tractor Rape Chain
Outkast,Sumthin Wicked This Way Comes
Tool,Lateralus
Notorious B.I.G.,Would You Die For Me
Elvis Presley,Hey Little Girl
Cher,Miss Subway Of 1952
Wanda Jackson,Old Time Rock And Roll
Iggy Pop,Some Weird Sin
Idina Menzel,Still I Can't Be Still
Children,Found A Peanut
Who,Motoring
Alabama,Red River
Tim McGraw,Something Like That
Cat Stevens,Ghost Town
Yolanda Adams,Praise Your Holy Name
Cyndi Lauper,Flyer
Nightwish,Sleepwalker
Hillsong,Hallelujah
Lionel Richie,Forever
George Strait,Haven't You Heard
Glen Campbell,You'll Never Walk Alone
Jim Croce,Wear Out The Turnpike
Chaka Khan,Hold Her
Kylie Minogue,"Right Here, Right Now"
Sia,Mad Love
Leann Rimes,Whatever We Wanna
Primus,The Last Superpower Aka Rapscallion
Dan Fogelberg,What You're Doing
Hillsong United,Bones
Leo Sayer,One Man Band
Grease,Prowlin'
John Mellencamp,Make Me Feel
Perry Como,Don't You Forget It
Barbra Streisand,If A Girl Isn't Pretty
Doobie Brothers,Without You
Hank Williams Jr.,Hollywood Honeys
Enigma,Following The Sun
Wanda Jackson,Lost Weekend
Cher,Bang-Bang
Noa,You Are Too Beautiful
Bon Jovi,Blood On Blood
Vince Gill,Under These Conditions
Manowar,Call To Arms
Utada Hikaru,Taking My Money Back
Pink Floyd,Hey You
Eric Clapton,Bad Influence
Kenny Loggins,Swear Your Love
Thin Lizzy,Heart Attack
Aerosmith,Joanie's Butterfly
Dan Fogelberg,Lost In The Sun
Joni Mitchell,No Apologies
Overkill,Let Me Shut That For You
Kris Kristofferson,Silver Mantis
Indiana Bible College,Youre Mighty
Backstreet Boys,Panic
Frankie Valli,Dawn (Go Away)
Roxette,It Must Have Been Love
Faith Hill,Love Child
Zeromancer,Famous Last Words
Rihanna,"Yeah, I Said It"
Neil Young,Gateway Of Love
Coldplay,Atlas
Ramones,The Job That Ate My Brain
Patsy Cline,The Man Upstairs
NOFX,Five Feet Under
Il Divo,Close Every Door
Randy Travis,That Was Us
Nightwish,Crownless
Regine Velasquez,I Don't Wanna Miss A Thing
Van Halen,Runaround
Erik Santos,Running Away
Alphaville,Monkey In The Moon
Tom Waits,Circus
Kelly Clarkson,Gone
Grateful Dead,Green Green Grass Of Home
Blur,Country Sad Ballad Man
Glen Campbell,Rhinestone Cowboy
Jason Mraz,You Get Me High
Tom Jones,Ebb Tide
Iron Maiden,Twilight Zone
Warren Zevon,Sentimental Hygiene
Roy Orbison,Drifting Away
James Taylor,Something's Wrong
Gary Numan,Confession
Ne-Yo,Religious
Peter Gabriel,"Father, Son"
You Am I,Cathy's Clown
Guns N' Roses,Ain't It Fun
The Jam,ABSOLUTE BEGINNERS
Kate Bush,Hammer Horror
Aerosmith,The Farm
Will Smith,It's All Good
Mary Black,Golden Mile
Rush,Circumstances
Youngbloodz,Lean Low
Uriah Heep,The Hanging Tree
Frank Sinatra,California
Talking Heads,Happy Day
Johnny Cash,A Letter From Home
Luther Vandross,It's All About You
Bette Midler,Dreamland
Quietdrive,Starbright
Vera Lynn,Be Like The Kettle And Sing
Luther Vandross,Going Out Of My Head
Ray Boltz,Feel The Nails
Jackson Browne,Call It A Loan
Kelly Clarkson,In The Blue
System Of A Down,Snowblind
Jimi Hendrix,Dolly Dagger
LL Cool J,1 In The Morning
Loretta Lynn,Christmas Without Daddy
Ying Yang Twins,Water
Jennifer Lopez,Same Girl
Hank Snow,"Blue Yodel, No. 10"
Supertramp,Babaji
Religious Music,How Can I Keep From Singing?
Alice In Chains,Don't Follow
Joni Mitchell,My Old Man
Eddie Cochran,Love Is Made Of This
UB40,Contaminated Minds
Moody Blues,Melancholy Man
Jennifer Lopez,Should've Never
Roxy Music,Can't Let Go
Green Day,Platypus
America,Right Before Your Eyes
Vonda Shepard,Crying
Zebrahead,Back To Normal
Bonnie Raitt,Lover's Will
Heart,If Looks Could Kill
Nightwish,Forever Yours
Waterboys,The Charlatan's Lament
Cyndi Lauper,The Faraway Nearby
Elton John,Hercules
Lou Reed,Follow The Leader
Moody Blues,You
Smiths,Barbarism Begins At Home
Kelly Clarkson,Since U Been Gone
Amy Grant,The Things We Do For Love
Exo-K,Hurt
Rod Stewart,Can't Stop Me Now
Cliff Richard,It's All In The Game
Squeeze,Walk A Straight Line
Les Miserables,Finale
Wyclef Jean,Diallo
Depeche Mode,When The Body Speaks
Katy Perry,Mannequin
Indiana Bible College,For The Lord Is Good
Meat Loaf,Left In The Dark
Indiana Bible College,Our God
Patsy Cline,Ain't No Wheels On This Ship
Backstreet Boys,Rebel
Chicago,Come In From The Night
Fabolous,Phone Numbers
Modern Talking,New York City Girl
Hank Snow,Among My Souvenirs
Slayer,Hand Of Doom
Linkin Park,Hands Held High
Diana Ross,"Mother You, Smother You"
Point Of Grace,Worthless
Human League,Never Let Me Go
Gino Vannelli,Seek And You Will Find
Gary Valenciano,We Are The Reason
Thin Lizzy,Dear Lord
Point Of Grace,God Forbid
Wilson Pickett,Hey Joe
Cheap Trick,Rearview Mirror Romance
Josh Groban,straight to you
Noa,She Went To The River
Ne-Yo,Let's Just Be
Lou Reed,High In The City
INXS,The Loved One
Xscape,The Runaround
Vonda Shepard,World Without Love
Alphaville,Shadows She Said
George Michael,Patience
George Strait,Neon Row
Wishbone Ash,Like A Child
Helloween,We Damn The Night
Bruno Mars,Our First Time
Uriah Heep,More Fool You
Marilyn Manson,Redeemer
Billy Joel,Getting Closer
Doors,Carol
Young Buck,Died And Came Back
Nicki Minaj,Born To Be Wild
Zwan,Heartsong
Manowar,Nessun Dorma
Dean Martin,I'll Always Love You (Day After Day)
John McDermott,The Cliffs Of Doneen
Bonnie Raitt,Valley Of Pain
Indiana Bible College,Because Of Love
Wet Wet Wet,(Feels Like I'm) Walking On Water
Mariah Carey,Emotions
Radiohead,Lotus Flower
Hanson,Magic Carpet Ride
Opeth,Credence
Harry Belafonte,When The Saint Go Marching In
Judds,Sleeping Heart
Yo La Tengo,I Threw It All Away
Glen Campbell,You've Still Got A Place In My Heart
Wanda Jackson,Rip It Up
Great Big Sea,Trois Navires De Ble
Neil Young,After The Garden
Christina Aguilera,What I'm Looking For
Roxette,Hanging On The Telephone
Ween,Sketches Of Winkle
Oasis,Life In Vain
Hollies,Here In My Dreams (C.H.Jennings)
Def Leppard,It's Only Love
Zebrahead,Postcards From Hell
Yo Gotti,I Got Them
Vertical Horizon,Song For Someone
ABBA,My Mama Said
Marilyn Manson,Coma White
Linda Ronstadt,Mohammed's Radio
Vertical Horizon,The Lucky One
Phish,Timber Ho!
Carly Simon,Anyone But Me
Yolanda Adams,A Song Of Faith
Chaka Khan,Twisted
Alan Parsons Project,The Turn Of A Friendly Card
Yusuf Islam,To Be What You Must
Christina Aguilera,Christmas Time
Proclaimers,I Think That's What I Believe
Alison Krauss,Down To The River To Pray
Nat King Cole,Funny
Loretta Lynn,I Don't Wanna Play House
Chaka Khan,Highlight
Yoko Ono,Coffin Car
XTC,Funk Pop A Roll
Queen,Friends Will Be Friends
Reba Mcentire,I'm Not Your Girl
Bing Crosby,Straight Down The Middle
Kid Rock,With A One Two
Queensryche,Bullet The Blue Sky [Live]
Natalie Cole,Something's Gotta Give
Billie Holiday,Long Gone Blues
Perry Como,In These Crazy Times
Jimmy Buffett,False Echoes
Mariah Carey,Dreamlover
Sublime,What Happened
Ozzy Osbourne,S.A.T.O.
Green Day,cigarettes and valentines
Engelbert Humperdinck,Heart Don't Fail Me Now
Hooverphonic,The World Is Mine
Eminem,If I Had...
Electric Light Orchestra,Getting To The Point
Proclaimers,Cap In Hand
Randy Travis,A Little Bitty Crack In Her Heart
Fall Out Boy,Lake Effect Kid
Michael W. Smith,I Still Have The Dream
Weezer,Smile
Reo Speedwagon,How The Story Goes
Status Quo,Gotta Go Home
New Order,Guilty Partner
Hank Williams Jr.,The Ride
Weird Al Yankovic,Bob
Billy Joel,Stiletto
Oingo Boingo,On The Outside
Bruce Springsteen,"Fun, Fun, Fun"
Savage Garden,The Lover After Me
Ariel Rivera,Simple Lang
Celine Dion,I Surrender
Robbie Williams,Summertime
Incubus,Look Alive
Metallica,Tuesday's Gone
John Prine,It's Happening To You
Neil Diamond,Kansas City
Guns N' Roses,Catcher In The Rye
Dean Martin,Here Comes My Baby
John McDermott,Bluebells Of Scotland
Luther Vandross,Creepin'
Happy Mondays,24 Hour Party People
Kid Rock,Balls In Your Mouth
Phil Collins,Going Back
Chris Brown,Cadillac
Zox,Rain On Me
Dan Fogelberg,Think Of What You've Done
John Denver,Postcard From Paris
XTC,Runaways
Rage Against The Machine,Without A Face
Ultravox,Some Of Them
Marillion,Script For A Jester's Tear
Patsy Cline,Crazy Dreams
Louis Armstrong,If I Could Be With You (One Hour Tonight)
Lynyrd Skynyrd,I've Been Your Fool
Vanessa Williams,Silver And Gold
Nitty Gritty Dirt Band,Dance Little Jean
Paul McCartney,A Fine Day
Indiana Bible College,He Made The Difference
Waylon Jennings,(I'm A) Ramblin' Man
Peter Cetera,You're The Inspiration
Neil Diamond,A Modern Day Version Of Love
Engelbert Humperdinck,Blue Eyes
Ella Fitzgerald,I Got Rhythm
Tom T. Hall,We're All In This Thing Alone
Donna Summer,Livin' In America
Willie Nelson,Are You Sure
Doris Day,Pete
Neil Young,Hit The Road
Utopia,Cosmic Convoy
HIM,Sweet Pandemonium
Michael W. Smith,I Will Carry You
Madonna,Now I'm Following You
Little Mix,Madhouse
Wang Chung,Devoted Friends
Nick Drake,Suicide Is Painless
ZZ Top,Mushmouth Shoutin'
Mariah Carey,Circles
Tina Turner,A Change Is Gonna Come
Nirvana,Baba O' Riley
Weezer,My Best Friend
Omd,The Black Sea
Leonard Cohen,Democracy
Katy Perry,Broken
Joni Mitchell,Face Lift
Randy Travis,The Gift
Harry Belafonte,Go Down Emanuel Road
Waylon Jennings,Gemini Song
One Direction,Long Way Down
Rod Stewart,Hard Lesson To Learn
Ugly Kid Joe,Same Side
Cyndi Lauper,What A Thrill
Hank Williams,I Can't Get You Off My Mind
Elvis Costello,I Want To Vanish
Faith Hill,Come Home
Korn,Inside Out
Conway Twitty,Green Eyes
Ne-Yo,Gotta Get Ya
ZZ Top,I Wanna Drive You Home
Kenny Rogers,All I Ever Need Is You
The Killers,From Here On Out
Lynyrd Skynyrd,Michelle
Dean Martin,Baby It's Cold Outside
Johnny Cash,I Love You Because
Boney M.,Still I Am Sad
INXS,Let It Ride
Wet Wet Wet,Fool For Your Love
Britney Spears,My Baby
Raffi,Six Little Ducks
Tori Amos,Heart Of Gold
Christy Moore,The Lark In The Morning
Noa,Eye In The Sky
Kiss,Love Is Blind (Demo)
Paul McCartney,Don't Let It Bring You Down
Townes Van Zandt,Tower Song
Human League,Dont You Know I Want You
Indigo Girls,Bitterroot
Incubus,Pillow Your Eyes
Widespread Panic,Proving Ground
Free,Wild Indian Woman
Cinderella,Lavender's Blue
Loretta Lynn,Home You're Tearin' Down
Orphaned Land,The Truth Within
Flo-Rida,Rihanna
Status Quo,I Don't Remember Anymore
Elton John,Blues Never Fade Away
Eurythmics,I'm Always Touched By Your Presence Dear
Willie Nelson,Don't Fence Me In
Mary Black,Lay Down Your Burden
Hillsong,All Of My Days
Hillsong,More Than Anything
Venom,Need To Kill
Matt Redman,Rejoice With Trembling
Tom T. Hall,Shoeshine Man
Patsy Cline,Crazy
Oingo Boingo,Who Do You Want To Be?
Yes,In The Presence Of
Zebrahead,Falling Apart
Misfits,Some Kinda Hate
Prince,Color
Willie Nelson,Good Hearted Woman
XTC,Science Friction
Josh Groban,Feels Like Home
Hillsong,All The Heavens
Lou Reed,Hookywooky
Ian Hunter,Soap And Water
Hank Snow,I Never Will Marry
Lenny Kravitz,New York City
Yellowcard,Cigarette
Rascal Flatts,Every Day
Clash,Revolution Rock
Whitesnake,Soldier Of Fortune
Kirsty Maccoll,Miss Otis Regrets
Wu-Tang Clan,For Heavens Sake
Loretta Lynn,Coal Miner's Daughter
W.A.S.P.,Cocaine Cowboys
Eric Clapton,Let It Grow
Tim McGraw,Everybody Hates Me
Venom,Judgement Day
Xavier Rudd,Set It Up
Howard Jones,Hunger For The Flesh
Great Big Sea,When I Am King
Dean Martin,"Hey, Good Lookin'"
Sublime,Slow Ride
Kylie Minogue,Dancing Queen
Doobie Brothers,Little Darling
Lil Wayne,Best Rapper Alive
Louis Armstrong,Do Nothin' Till You Hear From Me
Vanessa Williams,The Easiest Thing
Beautiful South,Good As Gold
Carly Simon,I Got It Bad And That Ain't Good
Dewa 19,Aku Cinta Kau Dan Dia
Nightwish,Master Passion Greed
John McDermott,Try To Remember
Quincy Jones,Strawberry Letter 23
Cher,I Hope You Find It
Hanson,Love Song
Hank Williams Jr.,My Bucket's Got A Hole In It
Cinderella,One For Rock And Roll
Ellie Goulding,Two Years Ago
Stone Temple Pilots,Too Cool Queenie
Donna Summer,Only The Fool Survives
LL Cool J,Lollipop
Roxette,Silver Blue
George Harrison,Heading For The Light
Xscape,Pumpin'
Toto,If You Belong To Me
Rod Stewart,Make Love To Me Tonight
Ray Boltz,When He Calls
Lou Reed,Open House
Depeche Mode,"Pleasure, Little Treasure"
Carly Simon,All The Things You Are
Katy Perry,Peacock
Irving Berlin,Blue Skies
Counting Crows,Raining In Baltimore
Quarterflash,Come To Me
Dean Martin,Everybody But Me
Ne-Yo,Stop This World
Kate Bush,The Sensual World
Doobie Brothers,Under The Spell
Hank Snow,His Hands
Bee Gees,855 6019
George Michael,The Grave
Guided By Voices,Underwater Explosions
Willie Nelson,Here Comes Santa Claus
Celine Dion,Another Year Has Gone By
Kelly Clarkson,The War Is Over
Judas Priest,Private Property
Oingo Boingo,Cool City
Queen,Some Day One Day
Death,Open Casket
Eurythmics,Thorn In My Side
Randy Travis,I Can See It In Your Eyes
Dream Theater,On The Backs Of Angels
Robbie Williams,Rolling Stone
Jimi Hendrix,Castle Made Of Sand
Roxette,"Half A Woman, Half A Shadow"
Radiohead,Fitter Happier
Opeth,In My Time Of Need
Walk The Moon,Jenny
Hank Snow,Miller's Cave
Nick Cave,Hard On For Love
Rem,Femme Fatale
Leann Rimes,The Christmas Song
INXS,Jumping
Van Morrison,I Believe To My Soul
Conway Twitty,Good Love Died Tonight
Louis Armstrong,You Can't Lose A Broken Heart
Offspring,52 Girls
Evanescence,Missing You-Featuring Amy Lee
Jackson Browne,For Taking The Trouble
Christina Aguilera,I'll Be Home For Christmas
Janis Joplin,Kansas City Blues
Kylie Minogue,I Don't Know What It Is
U2,Beautiful Day
Barbra Streisand,A Man I Loved
Manowar,Sing Of The Hammer
Avril Lavigne,Falling Into History
Slayer,Blood Red
Aerosmith,Fall Together
Outkast,Knowing
Bonnie Raitt,Darlin'
America,Close To The Wind
David Bowie,Afraid
Cheap Trick,Name Of The Game
Green Day,Tales Of Another Broken Home
Ray Charles,Cry Me A River
Zwan,Settle Down
Rascal Flatts,Where You Are
Procol Harum,Pandora's Box
Christina Aguilera,Choices Made
Mariah Carey,Bye Bye (Jay-Z Remix)
Mary Black,Free As Stone
Phish,Scents And Subtle Sounds
Alan Parsons Project,Funny You Should Say That
Veruca Salt,Shutterbug
Planetshakers,Worthy To Be Praised
Cher,Easy To Be Hard
Faces,Pool Hall Richard
Isley Brothers,Got To Have You Back
Joni Mitchell,Don't Interrupt The Sorrow
R. Kelly,Beautiful In This Mirror
Utopia,More Light
Zox,Stupid Song
The Weeknd,Thursday
Bee Gees,Gilbert Green
Black Sabbath,The Sabbath Stones
Backstreet Boys,Dream Of Me
Enigma,Simple Obsession
"Harry Connick, Jr.",To Love The Language
Used,Force Without Violence
Glee,Broadway Baby
Aerosmith,My Girl
Ella Fitzgerald,Bewitched
Adam Sandler,Voodoo
Devo,The Shadow
Reba Mcentire,Am I The Only One Who Cares
Selah,Were You There
NOFX,Lazy
Nick Cave,I Rowed A Little Boat
Chicago,Glory Of Love
Chicago,Niagara Falls
Hank Snow,It's Four In The Morning
Lenny Kravitz,Buddha Of Suburbia
Kyla,Now And Forever
Chicago,Look Away
Lady Gaga,Edge Of Glory
Zac Brown Band,Different Kind Of Fine
Hillsong,My Heart Sings Praises
Rihanna,Never Ending
Eddie Cochran,Dark Lonely Street
Foo Fighters,Lonely As You
Billy Joel,Lullabye
Children,Bingo
Indigo Girls,Fire And Rain
Bette Midler,Paradise
Bon Jovi,Breakout
John Denver,And So It Goes
INXS,We Are The Vegetables
Regine Velasquez,I'm Lost In Lonely Harmony
Amy Grant,Do You Remember The Time
Josh Groban,Angels We Have Heard On High
Air Supply,O Come All Ye Faithful
Gary Numan,Sister Surprise
Ne-Yo,Take You There
Linda Ronstadt,King Of Bohemia
Electric Light Orchestra,From The End Of The World
Green Day,Minority
Dream Theater,Honor Thy Father
Michael Bolton,Dancing In The Street
Green Day,Dry Ice
Passenger,Whispers
Lenny Kravitz,Main Squeeze
Hank Williams,Bayou Pon Pon
Drake,Free Spirit
Air Supply,End Of The Line
Black Sabbath,Looking For Today
Diana Ross,Let Me Go The Right Way
Bosson,We Will Meet Again
Justin Timberlake,Lets Make Love
Noa,Pizmon Layakinton
Foo Fighters,Never Talking To You Again (Live)
X Japan,Kurenai
Yellowcard,Doesn't Matter
Ugly Kid Joe,Strange
Pink Floyd,Jugband Blues
Squeeze,Out Of Control
'n Sync,How Deep Is Your Love
Il Divo,Tonight
Tragically Hip,700 Ft. Ceiling
Luther Vandross,Love Is On The Way (Real Love)
Moody Blues,And My Baby's Gone
Allman Brothers Band,Louisiana Lou And Three Card Monty John
Josh Groban,Play Me
Marilyn Manson,Angel With The Scabbed Wings
Jackson Browne,Late For The Sky
John Mellencamp,Welcome To Chinatown
Oasis,Stay Young
Natalie Imbruglia,Never Tear Us Apart
Avril Lavigne,You Never Satisfy Me
Chris Brown,Better
Toto,Spiritual Man
Uriah Heep,Roller
Bob Seger,Boomtown Blues
Kate Bush,Joanni
Religious Music,Abide With Me
Cat Stevens,Ruins
Moody Blues,Is This Heaven?
Roxette,Little Miss Sorrow
Genesis,Pacidy
Iwan Fals,Sore Tugu Pancoran
George Strait,My Heart Won't Wander Very Far From You
Marianne Faithfull,Once I Had A Sweetheart
John Waite,Valentine
Carly Simon,Christmas Is Almost Here
Moody Blues,Driftwood
Virgin Steele,The Chosen Ones
Alice In Chains,Heaven N' Hell
Bob Marley,What Am I Supposed To Do
O-Zone,Ma-Ia-Hii (English Version)
Backstreet Boys,All Of Your Life(Need Love)
Marillion,Three Minute Boy
Roxy Music,Sea Breezes
Glee,"Hey, Soul Sister"
Queensryche,Out Of Mind
Guns N' Roses,Dead Flowers
Dire Straits,Wonderful Tonight
Offspring,"Dammit, I Changed Again"
Roxette,I Remember You
Westlife,Can't Lose What You Never Had
Johnny Cash,I Got Stripes
Gucci Mane,Dope Boys
Foo Fighters,Fraternity
Frankie Goes To Hollywood,Is Anybody Out There ?
Freestyle,Half Crazy
John Waite,Lets Get Out Of Here
Bob Dylan,"Baby, Stop Crying"
Zeromancer,Flirt With Me
Incubus,Curse Of The Damned Cities
Phish,Fikus
Lucky Dube,Reggae Strong
New Order,Sabotage
Natalie Imbruglia,Wishing I Was There
Violent Femmes,Lies
Eagles,New Years Eve
Face To Face,I Know What You Are
Chuck Berry,I Got A Booking
Patti Smith,Blue Poles
Bryan White,We Could Have Been
Starship,Healing Waters
Pink Floyd,Crumbling Land
Oasis,Setting Sun
Kate Bush,A Coral Room
Bruce Springsteen,Always A Friend
Carly Simon,If It Wasn't Love
Don Moen,God Is Good All The Time
Lil Wayne,Brand New
Oingo Boingo,Water
Lionel Richie,She's Amazing
Phil Collins,You Can't Hurry Love
Tragically Hip,When The Weight Comes Down
Natalie Grant,So Long
Lynyrd Skynyrd,Mad Hatter
Death,Sacred Serenity
Judy Garland,Wearing Of The Green
